[1.00202085],1.0072439995433229,[1.12407449],1.0043903123160314,8
[1.00265101],0.9986721415865419,[1.1115142],1.00076991484123,23
[1.00412279],0.9996382731616499,[1.10070348],1.0005540412192444,17
[1.00456805],1.0015570480979814,[1.10827879],1.0019053397449735,22
[1.00152831],1.0062825353081306,[1.6752622],0.9849868310616691,24
[1.00370612],1.0101877945663063,[1.15883604],1.0021450651723909,23
[1.00388261],0.9983418319558158,[nan],nan,12
[1.00144006],0.9970898495506624,[2.23464414],1.0066006538334522,14
[1.00644031],0.9901402528131303,[1.0760797],0.9999438164370632,7
[1.00296612],1.0049379409434016,[5.32454015],1.0301724372699632,20
[1.00097076],1.0033382825211559,[1.08508427],1.003366463452299,19
[1.00412012],1.001391551702174,[1.12566801],1.0076709975977287,14
[1.00328295],0.9995919534164479,[1.23883485],0.9998655597461772,7
[1.00282465],0.9980152288687442,[1.13646306],1.0053558317112183,24
[1.00196559],1.0042335468134982,[1.14267461],1.0033600611396831,8
[1.00362405],1.0010610826639341,[1.1095812],1.0025742815194183,20
[1.00099116],1.005113950636053,[1.13355474],1.0092553390143237,15
[1.00148365],1.006369787334203,[1.13064676],1.0039088564783323,18
[1.00341156],0.9991133491474568,[1.12508532],0.9983719064383981,12
[1.00139489],1.0070031338633985,[1.13048606],1.0036438000460572,12
[1.00261865],1.0140412452577379,[1.20078988],1.007450073831031,22
[1.00319141],1.0007097391854078,[5.41973138],0.9197860471670987,11
[1.00601187],1.004462111494671,[1.09453212],1.0028814899058254,8
[1.00137759],1.0003488791875008,[1.06461117],1.0005195815541412,15
[1.00072891],1.0040585041219203,[1.07830946],1.004091980999974,24
[1.00482431],1.0004123474011362,[1.11313438],0.9995410497083428,19
[1.00326773],0.9874677079906578,[1.15841537],0.9863638772618981,23
[1.00436872],1.0049001936567517,[1.14850427],1.0041639077393505,18
[1.00272087],1.0042673646096965,[1.09634483],1.0051842888853553,16
[1.00348912],0.9999621415724723,[2.27511049],1.010504241772067,15
[1.00304561],1.0052008854707497,[1.08698876],1.0055187840483446,21
[1.00112671],1.0015461763952234,[1.24911279],1.0077644806536048,5
[1.00239307],1.0004275694379783,[1.28487213],0.9954543961829885,17
[1.00138864],1.0031722791348883,[1.2624245],1.0088620570424818,9
[1.00663016],1.0000238606129914,[1.18261003],0.9996654767467354,16
[1.00435812],1.0027910185939004,[1.14503335],1.0061890755772631,17
[1.00318524],1.0047535751260022,[1.09519755],1.0035353873507988,9
[1.00076371],0.9863365430867095,[1.2608514],1.0070102326556247,13
[1.00283303],1.0092810276182427,[1.24535164],1.0087883424401178,8
[1.00389725],0.9959891605236033,[1.09391344],1.0034203027517112,16
[1.00443905],0.9906629384590997,[1.09364992],1.0170057166803368,11
[1.0025267],1.011163320808329,[1.4723047],0.9959326149934894,7
[1.00383215],0.97741492111087,[2.67227843],0.9923519315968671,25
[1.00098072],1.0032775602372201,[1.09623339],1.0053485580185093,12
[1.0011353],1.0050154207999265,[1.12122346],1.0052933332735665,9
[1.00235284],1.0074404387640257,[1.09178016],1.0083608553419265,15
[1.00305252],1.0018429667113404,[1.08063489],1.0007023398120531,15
[1.00245759],1.0042046134012297,[1.16135738],1.0051425976583548,18
[1.00264482],0.9996259201345399,[1.10539832],0.9993305468516512,12
[1.00111588],0.9974553329869162,[1.19066474],0.9980919043462738,23
[1.00309436],1.0044224133297877,[1.07986066],0.998255468031981,15
[1.00533757],0.9956795702651715,[1.10146649],0.9956477813218562,15
[1.00134868],1.0001362587680693,[1.69104133],1.0194057509765935,20
[1.00188242],1.0031833207465781,[1.13039047],1.0014600392063804,23
[1.00395713],1.0023696142290124,[2.33017023],1.0163436661855463,23
[1.00125832],1.0030705306769059,[1.14589009],1.0030574415601061,5
[1.00158308],0.9968157338544377,[45.69516814],0.9851729958551696,14
[1.00338117],0.9987889904074546,[5.54556579],0.9090970510164249,24
[1.00294893],1.0016989922059132,[1.50066763],1.0063188391615743,20
[1.00097008],1.0059324405871455,[1.1560714],1.0044604315458001,8
[1.00206647],1.0086438701615592,[1.14283096],1.0051413544566024,19
[1.00107176],1.0017096710738778,[1.07515202],1.0050182163907933,9
[1.00236014],1.002824659222049,[1.18476057],1.003764373357288,19
[1.00477817],0.9982629142480267,[1.18031583],1.0038615928971957,5
[1.00175338],1.0060984267140838,[1.20984109],1.0076197731764092,21
[1.00466405],1.0059195453572385,[1.14305027],1.0180640869728659,5
[1.00319141],1.0007097391854078,[1.09882562],1.0021525791924857,23
[1.00105724],1.0126829787096918,[4.31304091],0.9731371262419697,11
[1.00395094],0.9989088714427623,[16.98031449],0.9584260547902259,24
[1.00121912],1.003134693972176,[3.76690726],1.0825472813058026,18
[1.0030091],0.9956246979283,[1.09748492],1.001224392881357,17
[1.00179721],1.0078617176474385,[1.09523159],1.0026280195746082,25
[1.00198795],1.005893010139663,[20.92602801],1.014525186059732,24
[1.00201503],1.0007386061245294,[1.35195844],0.9911709413874648,7
[1.00303086],1.00170796288057,[1.10341508],1.0031398649042982,8
[1.00312952],1.0026885010771769,[1.14189794],1.0009000382490945,11
[1.002467],1.0047513340338625,[2.82268525],0.9491525229669832,12
[1.00122656],1.0088015279852818,[1.13435273],1.0029236546445996,20
[1.00247365],0.9969922186260037,[1.26345999],1.0021419658436612,10
[1.00925529],0.9909909995605366,[nan],nan,5
[1.00169131],0.9995479100843774,[nan],nan,5
[1.00401728],0.9952504711601967,[3.0446645],1.0182405264574983,15
[1.00263254],1.0039812625119282,[9.40187712],1.0080824745455004,25
[1.00547558],0.9958507067438052,[1.10421143],0.9958393533274713,25
[1.00229116],1.007668479078137,[1.22708092],1.0046147338131395,18
[1.00276355],0.9961623959145752,[1.15369389],0.9993436726994951,15
[1.0023648],0.9955486401837762,[1.10300617],1.0044991692102994,25
[1.00158625],0.9984872246573704,[1.08278274],0.999683330945947,23
[1.00281799],1.0005272256689524,[1.11738184],0.998739536956863,8
[1.00248064],1.006465280230405,[1.05570508],1.0063350584680573,22
[1.00924095],1.019824427921479,[1.09692799],0.9954845146869852,24
[1.00067033],1.0008716133336066,[1.0904745],1.0176014776463567,15
