x,y,z,pred_ret,actual_ret,n
-75.7301579601799,-0.021542795588547325,0.9695896309210542,1.0023837964696303,1.005178170753444,20
-53.46446885086061,-0.07679331942454104,0.8988974928648518,1.0064870817869431,0.9964236861924972,14
-2.2826205889521134,0.0028833732320180383,1.0029561718337878,1.0026768709048102,0.9987456815458976,7
24.17279842370226,0.022202117210423478,1.0176591025618178,1.0030388156851677,0.9981337572807883,20
-168.46662686354443,-0.10259021239586202,0.8501952425043235,1.0035353543496939,1.0097972343749844,24
-63.706744108659905,-0.043329620561199655,0.9381395301555073,1.0019569421972156,1.0088436202441051,16
18.222114750094647,0.0741878595035943,1.0664955636657245,1.0034723007019941,1.0017873458743332,6
-228.60789501088948,-0.03793674249786144,0.9455500352587459,1.0017653132173638,1.0029563845789458,9
154.76812538557147,0.07081185893674502,1.0795295140903935,1.003091406560795,1.00475034033102,5
-35.24037896111531,-0.046475399741212786,0.9397817072156223,1.0007083476734921,0.9972359292836455,12
2.1150234543451916,0.0680916320772399,1.0796202577883343,1.015045730865341,1.013365896921411,5
-9.177286626908995,-0.011804304902167606,0.9842649360878184,1.0043298623213843,1.000833926734943,24
2.822118930287502,0.007757079117228782,1.0087860199576704,1.0006741754601707,1.000732820068294,11
-92.53075028023068,-0.06050377156928166,0.9179702002140704,1.0032152284251465,1.0011122049780512,25
23.680253136135093,0.05939030325588873,1.0637752091840968,1.0042922502535099,0.9986283576213414,23
-3.7398506971942425,-0.0003642373146892086,0.9871703625027516,1.002092624470852,1.0002324319221143,16
29.978687960697926,0.024664290204305883,1.026534174761285,1.001522835438974,1.0067823907143862,20
-147.05737239730684,-0.08564082694371605,0.8833721857427261,1.000917737095947,1.006008612329431,6
-36.62433122710422,-0.011682137952437666,0.9785072163045779,1.0031672467577302,1.003624256205347,9
4.176497885015237,0.16798314726791963,1.1573436032932087,1.0011884898389043,1.0046382609573847,14
-13.077213391783175,-0.022224341638321043,0.9697641902783916,1.0016524826536375,1.0029891756697804,22
-138.64799702796608,-0.040120863988054534,0.9337846980896989,1.0010024577793522,0.9996951467764748,13
-1.2047408942382383,-0.04286536232981608,0.9449003452499781,1.0010631400447716,0.9506292588759568,6
27.525175820107165,0.05018832576675386,1.0604694952057279,1.0008988069251656,1.0047224815570286,11
265.14281199269567,0.10254898248203392,1.1145448313976232,1.0047141364315273,0.995957326718891,18
-829.5830759690143,-0.07188866278029127,0.891434550483519,1.003957627070515,0.9990544721033816,19
-294.2958300307241,-0.06688810339746659,0.9104397180078628,1.0018060485846243,0.9962831939266263,16
